timestamp,sens1_Temp,sens1_RH,sens1_WBT,sens2_Temp,sens2_RH,sens3_Temp,sens3_RH
2025-11-11T21:10:29.856000Z,20.8,46.8,20.2,13.9,19.1,42.9,20,
2025-11-11T21:10:59.842000Z,20.8,46.9,20.2,14,19,43.1,19.5,
2025-11-11T21:11:29.899000Z,20.8,47.3,20.2,14,19,42.8,19.9,
2025-11-11T21:11:59.981000Z,20.8,47.6,20.2,14.1,19,43.5,19.9,
2025-11-11T21:12:29.863000Z,20.8,48,20.2,14.1,19,43.8,19.9,
2025-11-11T21:12:59.869000Z,20.8,48.1,20.1,14.1,19,44,19.9,
2025-11-11T21:13:29.875000Z,20.7,48,20.1,14,18.9,44.1,19.9,
2025-11-11T21:13:59.918000Z,20.7,48.2,20.1,14.1,18.9,44.3,19.9,
2025-11-11T21:14:29.882000Z,20.7,48.5,20,14.1,18.9,44.5,19.9,
2025-11-11T21:14:59.882000Z,20.6,48.5,20,14,18.8,44.5,19.9,
2025-11-11T21:15:29.907000Z,20.6,48.7,20,14,18.8,44.9,19.8,
2025-11-11T21:16:00.003000Z,20.6,48.8,19.9,14.1,18.8,44.7,19.8,
2025-11-11T21:16:29.905000Z,20.5,48.9,19.9,14,18.8,44.5,19.8,
2025-11-11T21:16:59.906000Z,20.5,48.7,19.9,14,18.8,44.6,19.3,
2025-11-11T21:17:29.918000Z,20.5,48.6,19.8,13.9,18.7,44.3,19.7,
2025-11-11T21:17:59.981000Z,20.4,48.6,19.8,13.9,18.7,44.5,19.3,
2025-11-11T21:18:30.030000Z,20.4,48.5,19.8,13.8,18.7,44.6,19.7,
2025-11-11T21:18:59.931000Z,20.4,48.5,19.8,13.8,18.7,44.4,19.7,
2025-11-11T21:19:29.935000Z,20.4,48.4,19.8,13.8,18.7,44.4,19.7,
2025-11-11T21:19:59.940000Z,20.4,48.2,19.7,13.8,18.7,44.1,19.2,
2025-11-11T21:20:29.955000Z,20.4,48.1,19.7,13.8,18.6,43.8,19.3,
2025-11-11T21:20:59.969000Z,20.3,48,19.7,13.7,18.6,43.8,19.2,
2025-11-11T21:21:29.962000Z,20.3,47.9,19.7,13.7,18.6,44,19.6,
2025-11-11T21:21:59.944000Z,20.3,48,19.7,13.7,18.6,43.9,19.2,
2025-11-11T21:22:29.957000Z,20.3,48,19.6,13.7,18.6,43.7,19.6,
2025-11-11T21:22:59.962000Z,20.3,48,19.6,13.7,18.6,43.8,19.6,
2025-11-11T21:23:29.951000Z,20.3,47.9,19.6,13.7,18.5,43.8,19.2,
2025-11-11T21:23:59.956000Z,20.3,48,19.6,13.7,18.5,44.3,19.6,
2025-11-11T21:24:30.025000Z,20.3,47.9,19.6,13.7,18.5,44,19.6,
2025-11-11T21:24:59.971000Z,20.3,47.9,19.6,13.7,18.5,43.7,19.6,
2025-11-11T21:25:30.162000Z,20.2,47.8,19.6,13.6,18.4,43.7,19.2,
2025-11-11T21:25:59.969000Z,20.2,47.7,19.6,13.6,18.5,43.6,19.2,
2025-11-11T21:26:29.982000Z,20.2,47.5,19.5,13.5,18.5,43.4,19.1,
2025-11-11T21:27:00.176000Z,20.2,47.6,19.5,13.5,18.5,43.5,19.2,
2025-11-11T21:27:30.047000Z,20.2,47.5,19.5,13.5,18.5,43.2,19.1,
2025-11-11T21:27:59.986000Z,20.2,47.5,19.5,13.5,18.5,43.2,19.6,
2025-11-11T21:28:29.992000Z,20.2,47.6,19.5,13.5,18.5,43.4,19.1,
2025-11-11T21:28:59.986000Z,20.2,47.4,19.5,13.5,18.5,43.4,19.1,
2025-11-11T21:29:30.043000Z,20.2,47.4,19.5,13.5,18.4,43.3,19.1,
2025-11-11T21:29:59.992000Z,20.2,47.5,19.5,13.5,18.5,43.8,19.2,
2025-11-11T21:30:29.990000Z,20.2,47.7,19.5,13.6,18.5,43.6,19.2,
2025-11-11T21:31:00.110000Z,20.2,47.6,19.5,13.5,18.4,43.6,19.2,
2025-11-11T21:31:30.007000Z,20.2,47.3,19.5,13.5,18.4,43.4,19.2,
2025-11-11T21:32:00.006000Z,20.2,47.4,19.5,13.5,18.4,43.4,19.2,
2025-11-11T21:32:30.007000Z,20.2,47.2,19.5,13.5,18.4,43.1,19.2,
2025-11-11T21:33:00.008000Z,20.2,47.2,19.5,13.5,18.4,43.2,19.7,
2025-11-11T21:33:30.017000Z,20.2,47.3,19.5,13.5,18.4,43.4,19.7,
2025-11-11T21:34:00.026000Z,20.2,47.2,19.5,13.5,18.4,43.1,19.2,
2025-11-11T21:34:30.026000Z,20.1,47.4,19.4,13.4,18.4,43.3,19.2,
2025-11-11T21:35:00.124000Z,20.1,47.5,19.4,13.4,18.4,43.5,19.2,
2025-11-11T21:35:30.115000Z,20.1,47.5,19.4,13.4,18.4,43.4,19.2,
2025-11-11T21:36:00.027000Z,20.1,47.6,19.4,13.5,18.4,43.5,19.2,
2025-11-11T21:36:30.026000Z,20.1,47.5,19.4,13.4,18.3,43.8,19.2,
2025-11-11T21:37:00.027000Z,20.1,47.5,19.4,13.4,18.4,43.6,19.2,
2025-11-11T21:37:30.042000Z,20.1,47.4,19.4,13.4,18.3,43.3,19.2,
2025-11-11T21:38:00.043000Z,20.1,47.5,19.4,13.4,18.4,43.4,19.2,
2025-11-11T21:38:30.166000Z,20.1,47.4,19.4,13.4,18.4,43.1,19.2,
2025-11-11T21:39:00.052000Z,20.1,47.4,19.4,13.4,18.3,43.6,19.2,
2025-11-11T21:39:30.098000Z,20.1,47.6,19.4,13.5,18.3,43.5,19.2,
2025-11-11T21:40:00.063000Z,20.1,47.6,19.4,13.5,18.3,43.3,19.2,
2025-11-11T21:40:30.076000Z,20,47.6,19.4,13.4,18.3,43.3,19.2,
2025-11-11T21:41:00.071000Z,20,47.6,19.3,13.4,18.3,43.4,19.2,
2025-11-11T21:41:30.075000Z,20,47.7,19.3,13.4,18.3,43.2,19.1,
2025-11-11T21:42:00.079000Z,20,47.5,19.3,13.4,18.3,43.2,19.1,
2025-11-11T21:42:30.082000Z,20,47.5,19.3,13.4,18.3,43,19.1,
2025-11-11T21:43:00.078000Z,20,47.4,19.3,13.3,18.3,43.1,19.1,
2025-11-11T21:43:30.094000Z,20,47.4,19.3,13.3,18.3,43.4,19.1,
2025-11-11T21:44:00.110000Z,20,47.5,19.3,13.4,18.3,43.2,19.1,
2025-11-11T21:44:30.100000Z,20,47.3,19.3,13.3,18.3,43.1,19.1,
2025-11-11T21:45:00.096000Z,20,47.3,19.3,13.3,18.3,43.2,19.1,
2025-11-11T21:45:30.106000Z,20,47.5,19.3,13.4,18.3,43.3,19.1,
2025-11-11T21:46:00.110000Z,20,47.4,19.3,13.3,18.3,43.4,19.1,
2025-11-11T21:46:30.123000Z,20,47.5,19.3,13.4,18.3,43.2,19.1,
2025-11-11T21:47:00.121000Z,20,47.3,19.3,13.3,18.3,43.4,19.1,
2025-11-11T21:47:30.129000Z,20,47.3,19.3,13.3,18.3,43.1,19.1,
2025-11-11T21:48:00.128000Z,20,47.1,19.3,13.3,18.3,42.9,19.1,
2025-11-11T21:48:30.126000Z,20,47.1,19.3,13.3,18.3,43,19.1,
2025-11-11T21:49:00.127000Z,20,47.3,19.3,13.3,18.3,43.2,19.1,
2025-11-11T21:49:30.134000Z,20,47.2,19.3,13.3,18.3,43.2,19.1,
2025-11-11T21:50:00.139000Z,20,47.3,19.3,13.3,18.3,43.5,19.1,
2025-11-11T21:50:30.130000Z,20,47.2,19.2,13.3,18.2,43.3,19.1,
2025-11-11T21:51:00.180000Z,19.9,47.2,19.2,13.2,18.2,42.8,19.1,
2025-11-11T21:51:30.171000Z,19.9,47,19.2,13.2,18.2,42.9,19.1,
2025-11-11T21:52:00.141000Z,19.9,47,19.2,13.2,18.2,42.9,19.1,
2025-11-11T21:52:30.208000Z,19.9,47.2,19.2,13.2,18.2,42.9,19.1,
2025-11-11T21:53:00.272000Z,19.9,47.3,19.2,13.3,18.2,43,19.1,
2025-11-11T21:53:30.153000Z,19.9,47.3,19.2,13.3,18.3,43.1,19.1,
2025-11-11T21:54:00.150000Z,19.9,47.4,19.2,13.3,18.3,43.5,19.1,
2025-11-11T21:54:30.163000Z,19.9,47.4,19.2,13.3,18.3,43.4,19.1,
2025-11-11T21:55:00.160000Z,19.9,47.3,19.2,13.3,18.2,43.1,19.1,
2025-11-11T21:55:30.224000Z,19.9,47.3,19.2,13.3,18.2,43.1,19.1,
2025-11-11T21:56:00.159000Z,19.9,47.3,19.2,13.3,18.2,43.3,19.1,
2025-11-11T21:56:30.186000Z,19.9,47.2,19.2,13.2,18.2,43.4,19,
2025-11-11T21:57:00.180000Z,19.9,47,19.2,13.2,18.2,42.9,19,
2025-11-11T21:57:30.179000Z,19.9,47.1,19.2,13.2,18.2,43.1,19.1,
2025-11-11T21:58:00.187000Z,19.9,47.1,19.2,13.2,18.2,42.7,19.1,
2025-11-11T21:58:30.747000Z,19.9,47.1,19.2,13.2,18.2,43,19.1,
2025-11-11T21:59:00.869000Z,19.9,47.1,19.2,13.2,18.2,43.1,19,
2025-11-11T21:59:30.877000Z,19.9,47.1,19.2,13.2,18.2,42.9,19.5,
2025-11-11T22:00:00.721000Z,19.9,47.1,19.2,13.2,18.2,43,19.5,
2025-11-11T22:00:30.874000Z,19.9,47,19.2,13.2,18.2,42.9,19,
2025-11-11T22:01:00.879000Z,19.9,47.1,19.2,13.2,18.2,42.9,19,
2025-11-11T22:01:30.677000Z,19.9,47.1,19.1,13.2,18.2,42.6,18.9,
2025-11-11T22:02:00.865000Z,19.9,47.1,19.1,13.2,18.2,43.1,19.3,
2025-11-11T22:02:30.595000Z,19.9,47.1,19.1,13.2,18.2,43.2,18.9,
2025-11-11T22:03:00.578000Z,19.9,47,19.1,13.2,18.2,42.6,18.8,
2025-11-11T22:03:30.556000Z,19.9,47,19.1,13.2,18.1,42.7,18.8,
2025-11-11T22:04:00.653000Z,19.9,47.1,19.1,13.2,18.2,43,18.8,
2025-11-11T22:04:30.525000Z,19.9,47,19.1,13.2,18.2,42.8,18.8,
2025-11-11T22:05:00.511000Z,19.8,47,19.1,13.1,18.2,42.5,18.4,
2025-11-11T22:05:30.507000Z,19.8,47,19.1,13.1,18.2,42.5,18.9,
2025-11-11T22:06:00.483000Z,19.8,47,19.1,13.1,18.2,42.9,18.9,
2025-11-11T22:06:30.516000Z,19.8,47,19.1,13.1,18,42.8,18.9,
2025-11-11T22:07:00.454000Z,19.8,46.5,19.1,13.1,18.1,42.3,18.9,
2025-11-11T22:07:30.477000Z,19.9,46.6,19.1,13.2,18,42.8,18.9,
2025-11-11T22:08:00.480000Z,19.8,46.7,19.1,13.1,18.1,42.6,18.5,
2025-11-11T22:08:30.514000Z,19.8,46.6,19.1,13.1,18.1,42.4,18.5,
2025-11-11T22:09:00.381000Z,19.8,46.3,19.1,13,18.1,42,18.5,
2025-11-11T22:09:30.366000Z,19.8,46.5,19.1,13.1,18.1,42.7,18.5,
2025-11-11T22:10:30.354000Z,19.8,46.7,19.1,13.1,18.2,42.8,19,
2025-11-11T22:11:00.351000Z,19.8,46.7,19.1,13.1,18.1,42.7,19,
2025-11-11T22:11:30.316000Z,19.8,46.7,19.1,13.1,18.1,42.8,18.9,
2025-11-11T22:12:00.349000Z,19.8,46.8,19.1,13.1,18.1,42.7,19,
2025-11-11T22:12:30.350000Z,19.8,46.7,19.1,13.1,18.1,42.8,19,
2025-11-11T22:13:00.279000Z,19.8,46.8,19,13.1,18.1,42.6,19,
2025-11-11T22:13:30.335000Z,19.8,46.7,19,13.1,18.1,42.3,19,
2025-11-11T22:14:00.540000Z,19.8,46.8,19.1,13.1,18.1,42.9,18.9,
2025-11-11T22:14:30.290000Z,19.8,46.8,19.1,13.1,18.1,42.8,18.9,
2025-11-11T22:15:00.297000Z,19.9,46.3,19.1,13.1,18.2,42.3,18.9,
2025-11-11T22:15:30.294000Z,19.9,45.9,19.2,13.1,18.2,41.9,19,
2025-11-11T22:16:00.304000Z,20,45.6,19.2,13.1,18.3,41.8,19,
2025-11-11T22:16:30.363000Z,20.1,45.5,19.3,13.2,18.4,41.3,19,
2025-11-11T22:17:00.413000Z,20.1,45.4,19.4,13.2,18.5,41.4,18.6,
2025-11-11T22:17:30.344000Z,20.2,45.3,19.5,13.2,18.6,41.5,19.1,
2025-11-11T22:18:00.308000Z,20.3,45.2,19.6,13.3,18.7,41.4,19.2,
2025-11-11T22:18:30.303000Z,20.4,45.2,19.7,13.4,18.7,41.2,19.2,
2025-11-11T22:19:00.332000Z,20.5,45.1,19.7,13.5,18.8,41.5,19.2,
2025-11-11T22:19:30.374000Z,20.5,45.2,19.8,13.5,18.8,41.2,19.3,
2025-11-11T22:20:00.304000Z,20.6,45.1,19.9,13.5,18.8,41.3,19.4,
2025-11-11T22:20:30.338000Z,20.6,45.3,19.9,13.6,18.9,41.6,19.4,
2025-11-11T22:21:00.332000Z,20.6,45.3,19.9,13.6,18.9,41.5,19.4,
2025-11-11T22:21:30.996000Z,20.6,45.5,19.9,13.6,18.8,41.5,19.8,
2025-11-11T22:22:00.465000Z,20.6,45.8,20,13.6,18.8,41.9,19.8,
2025-11-11T22:22:30.337000Z,20.6,45.8,20,13.6,18.8,41.8,19.8,
2025-11-11T22:23:00.388000Z,20.6,46.1,19.9,13.7,18.8,41.9,19.8,
2025-11-11T22:23:31.076000Z,20.6,45.9,19.9,13.6,18.8,41.6,19.8,
2025-11-11T22:24:00.342000Z,20.6,46,19.9,13.7,18.8,42.3,19.7,
2025-11-11T22:24:30.406000Z,20.5,46.3,19.9,13.6,18.8,42.1,19.7,
2025-11-11T22:25:00.621000Z,20.5,46.2,19.8,13.6,18.7,42.2,19.7,
2025-11-11T22:25:30.363000Z,20.5,46.6,19.8,13.7,18.7,42.6,19.7,
2025-11-11T22:26:00.368000Z,20.5,46.5,19.8,13.6,18.6,42.3,19.7,
2025-11-11T22:26:30.425000Z,20.4,46.6,19.7,13.6,18.6,42.6,19.6,
2025-11-11T22:27:00.508000Z,20.4,46.9,19.7,13.6,18.6,42.9,19.6,
2025-11-11T22:27:30.357000Z,20.4,46.9,19.7,13.6,18.6,43.1,19.6,
2025-11-11T22:28:00.354000Z,20.3,47,19.6,13.5,18.5,42.9,19.7,
2025-11-11T22:28:30.354000Z,20.3,46.9,19.6,13.5,18.5,42.9,19.2,
2025-11-11T22:29:00.345000Z,20.3,47,19.6,13.5,18.5,43.1,19.6,
2025-11-11T22:29:30.360000Z,20.2,46.9,19.6,13.4,18.5,42.6,19.2,
2025-11-11T22:30:00.361000Z,20.2,46.8,19.5,13.4,18.4,42.6,19.2,
2025-11-11T22:30:30.369000Z,20.2,46.9,19.5,13.4,18.4,42.7,19.2,
2025-11-11T22:31:00.359000Z,20.2,46.9,19.5,13.4,18.4,42.8,19.2,
2025-11-11T22:31:30.378000Z,20.2,46.9,19.5,13.4,18.4,42.7,19.2,
2025-11-11T22:32:00.388000Z,20.2,46.8,19.4,13.4,18.3,42.8,19.7,
2025-11-11T22:32:30.396000Z,20.1,46.8,19.4,13.4,18.3,42.9,19.2,
2025-11-11T22:33:00.514000Z,20.1,46.9,19.4,13.4,18.3,42.6,19.2,
2025-11-11T22:33:30.394000Z,20.1,46.8,19.4,13.4,18.3,42.7,19.2,
2025-11-11T22:34:00.462000Z,20.1,46.8,19.4,13.4,18.3,43,19.1,
2025-11-11T22:34:30.393000Z,20.1,46.8,19.4,13.4,18.3,42.6,19.1,
2025-11-11T22:35:00.391000Z,20.1,46.8,19.3,13.4,18.2,42.7,19.1,
2025-11-11T22:35:30.409000Z,20,46.7,19.3,13.3,18.2,42.5,19.1,
2025-11-11T22:36:00.553000Z,20,46.7,19.3,13.3,18.2,42.4,19.1,
2025-11-11T22:36:30.436000Z,20,46.7,19.3,13.3,18.3,42.9,19.1,
2025-11-11T22:37:00.411000Z,20,46.8,19.3,13.3,18.2,43.1,19.1,
2025-11-11T22:37:30.421000Z,20,46.8,19.3,13.3,18.2,42.8,19.1,
2025-11-11T22:38:00.426000Z,20,46.7,19.2,13.3,18.2,42.7,19.1,
2025-11-11T22:38:30.571000Z,20,46.8,19.2,13.3,18.2,42.9,19.1,
2025-11-11T22:39:00.440000Z,20,46.5,19.2,13.2,18.2,42.4,19.1,
2025-11-11T22:39:30.450000Z,19.9,46.5,19.2,13.1,18.2,42.9,19.1,
2025-11-11T22:40:00.564000Z,19.9,46.5,19.2,13.1,18.2,42.4,18.6,
2025-11-11T22:40:30.480000Z,19.9,46.7,19.2,13.2,18.2,42.8,19.1,
2025-11-11T22:41:00.447000Z,19.9,46.5,19.2,13.1,18.1,42.5,19.1,
2025-11-11T22:41:30.451000Z,19.9,46.4,19.2,13.1,18.1,42.4,19.1,
2025-11-11T22:42:00.443000Z,19.9,46.4,19.2,13.1,18.1,42.5,18.6,
2025-11-11T22:42:30.442000Z,19.9,46.5,19.2,13.1,18.1,42.8,19,
2025-11-11T22:43:00.444000Z,19.9,46.3,19.2,13.1,18.1,42.3,19.1,
2025-11-11T22:43:30.458000Z,19.9,46.3,19.1,13.1,18.1,42.5,19.1,
2025-11-11T22:44:00.452000Z,19.9,46.3,19.1,13.1,18.1,42.4,19,
2025-11-11T22:44:30.583000Z,19.9,46.3,19.1,13.1,18.1,42.2,19,
2025-11-11T22:45:00.498000Z,19.9,46.4,19.1,13.1,18.1,42.2,19,
2025-11-11T22:45:30.530000Z,19.9,46.3,19.1,13.1,18.1,42.3,19,
2025-11-11T22:46:00.584000Z,19.9,46.1,19.1,13.1,18.1,42.1,19,
2025-11-11T22:46:30.465000Z,19.9,46.1,19.1,13.1,18.1,42.1,19,
2025-11-11T22:47:00.465000Z,19.9,46.1,19.1,13.1,18.1,42.2,19,
2025-11-11T22:47:30.467000Z,19.9,46.3,19.1,13.1,18.1,42.3,19,
2025-11-11T22:48:00.471000Z,19.8,46.3,19.1,13,18.1,42.1,19,
2025-11-11T22:48:30.511000Z,19.8,46.3,19.1,13,18.1,42,19,
2025-11-11T22:49:00.589000Z,19.8,46.4,19.1,13,18.1,42.2,19,
2025-11-11T22:49:30.491000Z,19.8,46.4,19.1,13,18.1,42.2,19,
2025-11-11T22:50:00.497000Z,19.8,46.3,19.1,13,18.1,42,19,
2025-11-11T22:50:30.499000Z,19.8,46.1,19.1,13,18.1,42.2,19,
2025-11-11T22:51:00.527000Z,19.8,46.1,19.1,13,18.1,42.1,19,
2025-11-11T22:51:30.587000Z,19.8,46.2,19,13,18.1,42.4,18.9,
2025-11-11T22:52:00.507000Z,19.8,46.1,19,13,18.1,42.3,18.9,
2025-11-11T22:52:30.516000Z,19.8,46.1,19,13,18,42.6,18.5,
2025-11-11T22:53:00.586000Z,19.8,46.2,19,13,18,42.4,18.9,
2025-11-11T22:53:30.520000Z,19.8,46.2,19,13,18,42.5,18.5,
2025-11-11T22:54:00.512000Z,19.8,46.1,19,13,18,42.3,18.5,
2025-11-11T22:54:30.518000Z,19.8,46.1,19,13,18,42.4,19,
2025-11-11T22:55:00.519000Z,19.8,46.1,19,13,18,42.1,19,
2025-11-11T22:55:30.533000Z,19.8,46,19,13,18,42.2,18.5,
2025-11-11T22:56:00.658000Z,19.8,45.9,19,13,18,41.8,18.5,
2025-11-11T22:56:30.561000Z,19.8,46,19,13,18,41.9,19,
2025-11-11T22:57:00.527000Z,19.7,46.1,19,12.9,18,42,18.5,
2025-11-11T22:57:30.528000Z,19.7,46,19,12.9,18,42,18.5,
2025-11-11T22:58:00.526000Z,19.7,46.1,19,12.9,18,42.2,18.5,
2025-11-11T22:58:30.543000Z,19.7,46.1,19,12.9,18,42,18.5,
2025-11-11T22:59:00.683000Z,19.7,46.2,19,12.9,18,42.1,18.5,
2025-11-11T22:59:30.538000Z,19.7,46.2,19,12.9,18,42.2,19,
2025-11-11T23:00:00.580000Z,19.7,46.1,19,12.9,17.9,42,18.5,
2025-11-11T23:00:30.551000Z,19.7,45.9,19,12.9,18,42.1,19,
2025-11-11T23:01:00.542000Z,19.7,46.1,19,12.9,18,41.9,19,
2025-11-11T23:01:30.551000Z,19.7,46,19,12.9,18,41.9,19,
2025-11-11T23:02:00.557000Z,19.7,45.7,18.9,12.9,18,41.6,18.5,
2025-11-11T23:02:30.546000Z,19.7,45.8,18.9,12.9,18,41.7,18.5,
2025-11-11T23:03:00.547000Z,19.7,45.8,18.9,12.9,18,41.7,18.5,
2025-11-11T23:03:30.550000Z,19.7,45.8,18.9,12.9,18,41.7,18.5,
2025-11-11T23:04:00.623000Z,19.7,45.9,19,12.9,17.9,41.8,19,
2025-11-11T23:04:30.554000Z,19.8,45.8,19,13,18,41.5,18.5,
2025-11-11T23:05:00.558000Z,19.8,45.4,19,12.9,18.1,41.3,18.5,
2025-11-11T23:05:30.558000Z,19.8,45.1,19.1,12.9,18.1,41.4,18.6,
2025-11-11T23:06:00.551000Z,19.9,45,19.1,12.9,18.1,40.9,18.6,
2025-11-11T23:06:30.656000Z,20,44.9,19.2,13,18.2,41,18.6,
2025-11-11T23:07:00.564000Z,20,44.7,19.3,13,18.3,41,18.7,
2025-11-11T23:07:30.569000Z,20.1,44.6,19.4,13,18.5,40.5,19.2,
2025-11-11T23:08:00.690000Z,20.2,44.4,19.5,13.1,18.6,40.3,19.2,
2025-11-11T23:08:30.561000Z,20.3,44.4,19.5,13.2,18.7,40.7,19.3,
2025-11-11T23:09:30.673000Z,20.4,44.3,19.7,13.3,18.7,40.5,19.3,
2025-11-11T23:10:00.572000Z,20.5,44.5,19.7,13.4,18.7,40.8,19.3,
2025-11-11T23:10:30.580000Z,20.5,44.4,19.8,13.4,18.7,40.6,19.4,
2025-11-11T23:11:00.586000Z,20.5,44.5,19.8,13.4,18.7,40.9,19.4,
2025-11-11T23:11:30.589000Z,20.5,44.6,19.8,13.4,18.7,41.1,19.4,
2025-11-11T23:12:00.581000Z,20.5,44.7,19.8,13.4,18.7,41,19.4,
2025-11-11T23:12:30.697000Z,20.6,44.8,19.8,13.5,18.7,41.1,19.4,
2025-11-11T23:13:00.587000Z,20.5,44.9,19.8,13.4,18.7,41.2,19.4,
2025-11-11T23:13:30.654000Z,20.5,44.9,19.8,13.4,18.7,40.9,19.4,
2025-11-11T23:14:00.699000Z,20.5,45.1,19.8,13.5,18.7,41.2,19.4,
2025-11-11T23:14:30.766000Z,20.5,45.3,19.8,13.5,18.7,41.1,19.4,
2025-11-11T23:15:00.668000Z,20.5,45.5,19.8,13.5,18.7,41.6,19.4,
2025-11-11T23:15:30.710000Z,20.4,45.5,19.7,13.4,18.6,41.6,19.4,
2025-11-11T23:16:00.633000Z,20.4,45.6,19.7,13.4,18.6,41.6,19.4,
2025-11-11T23:16:30.659000Z,20.4,45.8,19.6,13.5,18.5,41.8,19.4,
2025-11-11T23:17:00.627000Z,20.3,45.9,19.6,13.4,18.5,41.7,19.8,
2025-11-11T23:17:30.605000Z,20.3,45.8,19.6,13.4,18.5,41.9,19.4,
2025-11-11T23:18:00.602000Z,20.3,45.9,19.6,13.4,18.5,42.2,19.3,
2025-11-11T23:18:30.607000Z,20.2,45.9,19.5,13.3,18.4,41.8,19.3,
2025-11-11T23:19:00.601000Z,20.2,45.9,19.5,13.3,18.4,42.2,19.3,
2025-11-11T23:19:30.603000Z,20.2,45.9,19.5,13.3,18.4,41.9,19.3,
2025-11-11T23:20:00.600000Z,20.2,45.9,19.4,13.3,18.4,41.9,18.8,
2025-11-11T23:20:30.615000Z,20.1,45.9,19.4,13.2,18.3,41.7,19.3,
2025-11-11T23:21:00.641000Z,20.1,45.8,19.4,13.2,18.3,42,19.3,
2025-11-11T23:21:30.601000Z,20.1,45.9,19.4,13.2,18.3,42.1,19.2,
2025-11-11T23:22:00.610000Z,20.1,45.8,19.4,13.2,18.3,41.9,19.2,
2025-11-11T23:23:00.608000Z,20.1,45.7,19.3,13.2,18.2,41.8,19.2,
2025-11-11T23:23:30.607000Z,20.1,45.8,19.3,13.2,18.2,42,19.2,
2025-11-11T23:24:00.608000Z,20,45.8,19.3,13.1,18.2,41.8,19.2,
2025-11-11T23:24:30.617000Z,20,45.8,19.3,13.1,18.2,42.1,19.2,
2025-11-11T23:25:00.775000Z,20,45.9,19.3,13.1,18.2,41.8,19.2,
2025-11-11T23:25:30.629000Z,20,45.9,19.3,13.1,18.2,42.1,19.1,
2025-11-11T23:26:00.630000Z,20,45.9,19.2,13.1,18.2,42.2,19.1,
2025-11-11T23:26:30.630000Z,20,45.9,19.2,13.1,18.2,42.1,19.1,
2025-11-11T23:27:00.625000Z,20,45.9,19.2,13.1,18.1,42,18.7,
2025-11-11T23:27:30.711000Z,20,45.9,19.2,13.1,18.2,42.3,19.2,
2025-11-11T23:28:00.622000Z,20,46,19.2,13.2,18.1,42.2,19.2,
2025-11-11T23:28:30.627000Z,20,45.9,19.2,13.1,18.1,42.3,18.7,
2025-11-11T23:29:00.623000Z,19.9,45.8,19.2,13,18.1,41.5,19.1,
2025-11-11T23:29:30.619000Z,19.9,45.7,19.2,13,18.1,42,19.1,
2025-11-11T23:30:00.646000Z,19.9,45.6,19.2,13,18.1,41.5,18.7,
2025-11-11T23:30:30.646000Z,19.9,45.7,19.2,13,18.1,41.9,19.1,
2025-11-11T23:31:00.629000Z,19.9,45.6,19.1,13,18.1,41.6,18.7,
2025-11-11T23:31:30.843000Z,19.9,45.7,19.1,13,18.1,41.7,18.7,
2025-11-11T23:32:00.637000Z,19.9,45.6,19.1,13,18.1,41.6,18.7,
2025-11-11T23:32:30.630000Z,19.9,45.5,19.1,13,18.1,41.4,18.7,
2025-11-11T23:33:00.629000Z,19.9,45.5,19.1,13,18,41.7,18.7,
2025-11-11T23:33:30.683000Z,19.9,45.5,19.1,13,18.1,41.4,19.1,
2025-11-11T23:34:00.648000Z,19.9,45.5,19.1,13,18,41.2,19.1,
2025-11-11T23:34:30.630000Z,19.9,45.5,19.1,13,18.1,41.6,18.7,
2025-11-11T23:35:00.631000Z,19.9,45.5,19.1,13,18.1,41.7,18.7,
2025-11-11T23:35:30.635000Z,19.9,45.5,19.1,13,18.1,41.4,18.7,
2025-11-11T23:36:00.658000Z,19.9,45.5,19.1,13,18.1,41.6,18.7,
2025-11-11T23:36:30.646000Z,19.9,45.5,19.1,13,18.1,41.4,18.7,
2025-11-11T23:37:00.646000Z,19.8,45.6,19.1,12.9,18,41.8,19.1,
2025-11-11T23:37:30.659000Z,19.8,45.6,19.1,12.9,18,41.7,18.7,
2025-11-11T23:38:00.664000Z,19.8,45.6,19.1,12.9,18,41.7,19.2,
2025-11-11T23:38:30.816000Z,19.8,45.7,19,12.9,18,42,19.2,
2025-11-11T23:39:00.672000Z,19.8,45.6,19,12.9,18,41.4,18.7,
2025-11-11T23:39:30.666000Z,19.8,45.7,19,12.9,18,41.8,19.1,
2025-11-11T23:40:00.672000Z,19.8,45.6,19,12.9,18,41.6,18.7,
2025-11-11T23:40:30.722000Z,19.8,45.7,19,12.9,18,41.6,18.7,
2025-11-11T23:41:00.671000Z,19.8,45.7,19,12.9,18,41.9,18.7,
2025-11-11T23:41:30.674000Z,19.8,45.6,19,12.9,17.9,41.6,18.6,
2025-11-11T23:42:00.732000Z,19.8,45.7,19,12.9,17.9,41.5,18.7,
2025-11-11T23:42:30.665000Z,19.8,45.6,19,12.9,17.9,41.9,18.7,
2025-11-11T23:43:00.663000Z,19.8,45.6,19,12.9,17.9,41.9,18.7,
2025-11-11T23:43:30.736000Z,19.8,45.6,19,12.9,18,41.5,18.7,
2025-11-11T23:44:00.789000Z,19.8,45.5,19,12.9,18,41.5,19.1,
2025-11-11T23:44:30.680000Z,19.8,45.5,19,12.9,18,41.5,18.6,
2025-11-11T23:45:00.746000Z,19.8,45.6,19,12.9,17.9,41.4,19,
2025-11-11T23:45:30.683000Z,19.8,45.6,19,12.9,17.9,41.8,19.1,
